@relation water_potability

@attribute ph numeric
@attribute Hardness numeric
@attribute Solids numeric
@attribute Chloramines numeric
@attribute Sulfate numeric
@attribute Conductivity numeric
@attribute Organic_carbon numeric
@attribute Trihalomethanes numeric
@attribute Turbidity numeric
@attribute Potability numeric

@data
7.997176,214.819627,20575.57316,6.191399,312.008094,513.540398,17.703104,70.291214,4.817668,0
5.174346,234.328569,11746.607522,6.961265,314.9868,407.102302,13.77168,36.183536,3.689145,0
?,191.150479,23172.28151,7.132154,290.70917,365.140579,12.679501,69.074438,4.018447,0
6.479093,180.958667,28165.87256,7.160084,371.405407,370.289838,16.942566,?,3.089597,0
7.811512,258.891601,20911.904666,6.361756,289.142175,421.133035,9.63165,71.703227,4.54607,0
7.437217,242.729969,20185.587156,6.121662,306.169251,413.655951,10.262778,64.529185,3.866875,0
7.953878,178.06655,18677.279222,5.69954,368.21768,356.294341,18.638603,61.462807,2.860224,0
6.39657,243.724707,12278.98528,6.794551,?,489.449305,17.638039,?,4.18825,0
?,208.367046,22444.090068,5.404248,338.06369,540.89954,9.980418,84.570083,3.594444,0
8.058136,191.277932,29298.359492,6.129173,356.645254,278.502633,12.606204,65.511361,3.130609,0
?,149.8389,20283.783629,10.005871,383.113114,355.184935,17.003495,53.79972,2.028875,0
?,220.985158,26492.716181,4.949787,?,388.969021,21.08555,70.266355,4.875383,0
9.497261,124.48281,33681.33014,4.814656,427.184508,530.217008,19.970318,49.809841,5.242105,0
7.984711,121.067357,40709.781663,5.796841,445.359547,338.509984,12.818816,59.269193,4.56788,0
6.261111,270.466171,8572.421509,9.922076,286.327562,490.942651,12.926435,22.219327,4.753019,0
6.957803,219.239952,20215.632849,7.054093,306.647384,431.370662,17.427145,56.435646,4.587745,0
9.663159,131.711896,24387.968071,4.234143,?,428.906432,18.143474,65.360465,5.270218,0
6.732714,197.766974,33820.64576,7.396764,353.176328,321.364518,19.340499,85.371961,3.885405,0
4.886057,272.920385,15496.611719,6.985179,266.562211,569.581288,17.301536,79.597988,3.079373,0
9.61022,156.929546,33954.435471,4.639028,?,485.379156,11.047844,?,4.961972,0
8.518532,128.263466,32018.289631,6.05874,458.441072,554.139037,15.976196,87.471821,4.147169,0
6.950787,201.805491,21709.647709,6.120771,352.303771,417.184446,19.683493,49.236809,3.997975,0
6.023023,170.732289,10925.360104,8.200973,305.796529,508.851053,12.244622,62.967793,3.668089,0
9.01148,167.918922,34865.357682,3.139553,400.691774,385.409608,16.57419,50.526551,4.270801,0
7.946768,277.116946,24244.111963,7.561176,273.384311,306.837402,11.796235,70.019666,3.038483,0
7.709617,189.802914,32910.525182,5.758056,367.761858,397.845566,15.240349,?,4.140424,0
6.081615,209.05968,10120.11268,9.406774,?,410.50909,7.996295,101.158675,4.010037,0
8.146186,191.38241,20506.698418,5.476949,?,445.931207,9.416902,57.363647,5.177964,0
8.141861,210.376561,25433.465015,8.390812,385.236656,321.867474,11.483524,85.300717,4.13695,0
7.703357,211.344687,12861.946542,9.245306,347.630834,598.662877,10.542342,91.118698,4.732125,0
?,149.042846,27687.737646,8.660711,284.945759,288.517697,15.736642,62.757307,3.771305,0
9.252857,168.040751,50279.262429,5.905056,415.45081,400.003589,11.949854,62.256881,3.300586,0
6.047651,177.444264,28633.846385,8.174385,?,386.661205,15.51493,30.55631,2.589868,0
6.152858,171.125287,24978.483177,8.216486,323.824376,406.094427,10.881215,65.714718,4.403083,0
9.074923,184.915055,21633.721727,7.427381,394.196521,339.355333,6.658139,?,3.840479,0
7.436537,167.328466,31935.690705,7.896365,?,398.574215,14.824433,69.252783,4.497629,0
?,259.671041,11949.597926,9.435446,279.001004,469.287631,11.752421,73.997046,3.458352,0
7.130099,275.67978,9480.617796,8.415948,295.618838,383.455068,18.322879,94.416301,1.986192,0
6.792125,165.794286,17782.604408,4.970601,307.752703,370.600578,15.138094,96.600542,4.042638,0
?,230.430762,14916.986091,9.618516,?,379.172804,28.3,79.633064,3.864931,0
8.885626,171.839777,19113.011912,6.503297,404.104312,399.672556,17.623594,76.831226,2.993301,0
9.475316,149.558089,32568.1535,5.33386,?,436.203113,13.927946,71.834058,4.701538,0
?,168.963026,21030.234531,5.564002,404.343077,440.952071,12.352722,72.033644,4.691018,0
7.183109,225.116079,5097.82585,6.081664,361.631381,294.991225,5.537059,81.453941,4.006425,0
6.157443,155.835706,25937.711438,8.163144,298.192406,533.288351,14.356496,68.120761,4.770154,0
6.467868,236.694648,7656.413248,9.840949,214.460834,356.347842,14.412734,54.641176,2.861064,0
?,162.935371,24916.625585,6.374496,388.312725,494.288784,14.297696,84.80297,4.301273,0
7.488133,177.353052,24786.050528,8.613304,369.210671,387.868075,14.149473,48.965996,3.474035,0
7.323545,184.13607,21044.202663,6.842947,327.261202,379.492453,8.335245,90.312062,4.898421,0
?,253.662037,13568.271201,9.228603,256.089517,554.573662,13.711737,97.714049,3.067034,0
6.530796,138.007672,19174.59325,7.347952,?,490.644138,16.337949,?,3.181635,0
6.93147,156.841195,35793.757787,7.286336,384.654803,398.647944,17.858242,72.236525,4.249333,0
7.774645,194.733858,13829.93907,5.60312,?,321.905681,18.870939,?,3.911817,0
8.1075,173.664679,27277.579964,6.64362,354.037293,330.211515,16.257002,?,4.647801,0
6.306864,220.96998,22418.908189,7.153364,283.975993,350.909227,19.861382,61.836185,4.619173,0
?,165.737953,22900.118251,5.735689,379.374933,473.804911,13.082872,63.035163,4.069166,0
6.60968,216.428032,17963.866845,7.725314,346.285329,466.103008,11.468432,41.252869,3.589146,0
6.632206,232.738545,9809.904,8.336778,302.325772,458.366785,13.304852,65.318835,3.443741,0
?,247.164018,18939.616461,7.086375,305.040026,419.453088,12.758114,60.319203,4.287441,0
5.716756,197.10421,12641.527809,8.702061,287.012564,345.083936,17.273966,58.411515,4.080675,0
7.740454,182.541073,19713.504368,8.854386,382.34159,489.047044,8.866967,57.877455,3.541317,0
6.277277,148.186013,22916.572242,5.035633,?,474.617954,9.604155,61.835712,3.619321,0
8.006373,116.725122,45041.149139,5.165292,?,367.688991,13.425165,87.381981,2.396505,0
6.513017,185.33854,26262.545482,6.74215,289.014348,410.101309,12.924653,83.65219,3.729961,0
6.234198,227.560867,22195.210384,9.455598,?,351.180101,13.039764,63.163969,3.885492,0
7.277144,194.880861,18270.105061,6.121931,344.879754,402.664582,15.459752,76.987232,4.931354,0
6.044513,211.577378,30191.692457,7.714292,329.167018,431.096425,10.619831,?,5.127778,0
6.643027,205.233119,20511.36924,5.908111,313.353813,455.693256,16.021941,52.153472,3.709989,0
5.150457,186.560846,18655.541892,7.024307,?,379.537937,17.604066,58.831969,4.147029,0
6.110545,166.637305,21319.794397,7.681245,311.253565,340.630642,13.623813,95.49468,6.064559,0
7.831118,182.473876,19130.961531,6.803061,340.275949,433.460437,10.793996,75.8957,3.807997,0
6.980727,200.467226,30862.784459,6.196276,391.666878,422.489596,9.066902,48.250468,5.437619,0
8.552782,217.803318,39030.603705,6.986705,373.746193,340.566245,19.084883,53.856055,2.940848,0
6.449379,275.746716,8607.61251,7.70163,272.197565,384.380669,16.078305,54.404461,3.715429,0
7.392084,173.528778,20185.676229,9.120931,384.117247,310.074851,23.317699,81.129543,3.778458,0
8.360796,218.139622,28722.175847,5.536705,310.286577,471.553595,10.644554,49.771941,3.715951,0
7.619845,113.504698,37279.12895,6.36007,377.875193,285.349943,17.030429,48.92914,3.779648,0
5.404511,258.903489,10168.176536,9.648197,248.711963,396.911214,15.512208,65.805331,3.998176,0
7.079304,137.007355,24282.154769,5.705693,433.6339,342.725318,9.113945,88.328605,5.553174,0
?,233.846621,32496.640216,6.637384,347.986448,424.649773,13.028,55.983973,4.296189,0
7.161715,238.333584,13680.764138,9.27412,284.407842,478.76697,16.836291,74.38358,3.909974,0
6.854947,149.853487,16203.090697,5.734804,375.71866,350.344708,11.718895,75.498737,4.938999,0
7.309556,244.83977,22277.626022,7.715572,369.038841,477.235381,12.475119,60.806902,3.707414,0
9.313466,133.141751,41982.610655,6.628037,417.245388,267.801711,10.36823,75.436147,4.493613,0
?,216.271624,26964.317181,6.383548,418.494244,573.159591,19.89268,50.170522,4.501025,0
?,250.623473,30797.519999,6.381452,?,338.814165,17.508516,74.727821,3.365174,0
6.187938,249.527111,12682.150941,6.253224,263.268416,274.764703,14.352955,57.623368,3.546183,0
?,240.984187,11429.201199,5.515977,267.680826,323.157517,8.666283,88.679265,3.802427,0
7.965337,151.541889,25274.610305,7.106043,352.316182,527.688242,15.792625,52.26849,3.390982,0
9.264391,160.428694,19607.754919,3.988749,416.698385,427.793834,14.99299,95.8048,3.175521,0
7.754044,193.449854,19019.279505,8.107067,377.990009,597.486041,8.939818,45.721308,3.760298,0
9.393892,252.739248,13150.207459,7.166592,?,368.834604,14.397393,50.775293,3.048566,0
8.17608,201.553701,21856.988628,5.241047,320.26012,464.80333,15.627641,61.654744,4.112322,0
8.337696,168.469181,30969.047593,5.452162,?,302.422318,14.529864,41.392768,3.454197,0
?,207.426887,11963.323716,7.664546,325.63296,502.053001,17.012856,64.499826,2.813527,0
7.191025,151.306674,23781.32874,9.214409,403.78843,465.126838,16.884214,77.515444,4.270646,0
8.613699,235.944436,20862.455871,7.622565,378.758715,418.69753,13.608075,?,3.94922,0
7.793039,257.657739,17398.385843,8.271246,251.383944,439.7016,9.557031,54.235433,3.38927,0
3.878879,177.712841,21937.471569,7.369769,299.241624,447.303756,12.451912,63.163113,4.927711,0
?,164.317102,25236.701316,4.365238,350.584345,413.692225,15.421144,45.979402,3.723776,0
3.978285,160.818474,14433.780496,8.410892,311.295329,414.328215,20.771485,78.27324,3.751566,0
5.964065,241.030899,22168.331561,6.208118,?,486.516884,13.172989,64.71924,4.696721,0
7.532059,185.506563,24454.725864,5.791102,?,393.97189,15.070248,74.780643,3.80857,0
7.233538,231.560832,16621.494789,6.073041,?,475.821645,8.688715,35.833969,3.679015,0
?,202.811142,11900.055203,8.948088,367.533453,379.564564,13.591858,58.82256,3.1538,0
?,115.392979,46077.358485,5.289307,437.5923,422.017356,10.809632,53.617035,4.212511,0
7.480728,117.057314,28357.942774,4.702821,414.855784,472.059339,18.340212,76.344581,3.714875,0
4.477092,236.28249,26843.470364,4.842658,207.890482,456.979772,16.225706,74.035695,4.32768,0
?,207.391097,25110.037626,6.329791,345.592634,420.219104,22.346415,92.32776,2.739235,0
?,162.263688,28790.547685,7.621234,377.719387,364.273578,14.210091,99.118601,4.476991,0
6.314077,124.847992,31114.635653,5.71394,?,396.672976,18.423226,73.101997,4.363866,0
?,233.693837,17317.687251,8.946504,264.916046,311.974234,10.749107,108.589414,4.241936,0
8.82261,216.432576,27109.239652,7.322163,?,384.018547,15.955491,78.828883,4.415596,0
6.922652,185.818989,14682.665838,9.886831,341.066404,560.787703,22.466128,64.395422,2.877354,0
?,169.673531,25541.152765,5.457299,393.2647,359.778134,16.820308,60.376041,3.61133,0
6.904537,110.865788,32981.258377,2.621268,368.387038,417.249395,12.11872,33.499381,5.058905,0
6.548018,176.006536,38368.012618,7.415054,278.093309,291.121528,19.422535,81.368568,5.930228,0
6.581083,217.538504,24480.671795,5.837152,310.63291,476.458667,11.434239,48.55191,3.51137,0
7.86465,218.153107,23045.726247,7.432011,349.922852,414.365149,14.785983,72.60798,3.585934,0
6.136907,151.784319,20561.694731,8.487856,384.156079,363.618492,13.713703,96.582865,4.704585,0
6.947029,168.879539,17540.030217,6.409476,387.299907,372.022817,15.198191,74.007373,2.600188,0
6.203323,214.850111,29426.47378,8.034868,369.726683,319.766681,10.247863,65.308637,3.48792,0
?,240.134572,38097.329796,5.400497,?,359.576334,13.514887,72.771017,3.212493,0
8.373171,179.521406,22022.626217,5.215042,339.492222,396.696697,13.697087,110.43108,2.78633,0
?,205.304149,12190.171602,7.044833,313.411708,374.523197,11.838313,47.653642,5.026271,0
5.921247,200.94373,17397.402858,6.7562,279.202307,380.499818,11.255357,31.966297,3.746776,0
8.829806,216.122144,17732.91467,7.856312,377.253834,301.895959,16.210713,64.409359,4.423886,0
?,187.613438,13427.068591,7.31757,?,507.567488,18.137691,79.349881,5.324638,0
6.832217,164.274393,14015.044769,6.055985,281.67804,389.978097,14.836637,44.367574,3.145416,0
9.281303,215.907625,36622.228606,3.903496,?,383.260028,19.034877,80.317597,4.069977,0
7.456251,226.538289,9163.294448,5.726224,?,417.12521,10.066076,67.304224,4.279697,0
7.088251,172.6893,25399.109006,6.941217,355.253079,298.671759,13.637783,?,3.230645,0
5.648629,167.030097,14547.885478,7.735348,?,347.792321,10.689769,75.288688,5.370004,0
4.293961,192.360737,24600.760691,8.261635,261.357041,475.876415,10.799428,53.619847,5.105121,0
9.678051,188.368741,26402.703957,4.074141,395.904208,325.001116,16.917994,91.41688,3.0297,0
8.66271,173.531947,20333.079495,5.636388,439.787938,459.63312,16.283311,89.924253,5.120103,0
5.897391,172.034385,30575.357138,8.649615,393.554892,426.505834,16.311658,74.543981,2.961602,0
9.494243,274.828369,21879.704208,5.265718,364.682634,581.078156,13.636014,62.119643,3.189026,1
?,173.474186,18318.720372,7.597654,282.598119,407.642962,20.200592,79.104019,4.181264,1
7.080193,185.825726,39431.112653,8.806393,286.223876,355.937596,7.781493,39.623835,1.492207,1
7.559852,244.294558,29567.698929,8.64788,?,278.475586,10.046943,107.610806,4.550501,1
7.040395,199.079217,22505.518597,7.953572,?,531.476666,14.690954,58.41286,3.931917,1
8.053044,211.783235,37086.546054,8.267537,251.4435,512.899036,19.16662,73.248984,3.301575,1
7.044375,229.603173,12575.279627,7.837778,390.467684,558.176592,15.754785,36.26753,4.276699,1
6.309892,133.649925,31062.371915,6.975602,252.108925,381.058776,17.200008,71.181544,3.60304,1
6.203573,139.129083,6698.239095,3.876813,?,601.526167,13.368165,68.298689,4.305549,1
6.879405,214.731887,20509.331962,9.03525,321.383278,306.784302,12.477303,79.69208,4.70047,1
7.754884,210.720769,18857.058497,5.693752,376.484622,375.672691,14.708599,43.29982,5.12839,1
7.91667,201.455808,39431.252632,7.525441,276.20692,432.589996,17.821922,70.239601,4.275193,1
6.405392,183.867245,20526.306835,8.450272,366.176634,548.637702,13.448797,69.054138,4.531921,1
7.795958,239.278255,27849.142088,6.475994,356.170702,484.104784,18.692248,50.128415,4.251876,1
6.963979,180.401506,12878.176354,6.424099,?,358.516477,16.329625,66.302629,4.48987,1
6.967861,183.933476,13401.044394,6.457687,371.788364,433.239429,14.584231,66.029156,4.893215,1
6.622791,195.867117,13900.716523,6.363538,387.356938,310.851138,11.758374,52.406188,5.609291,1
7.369989,236.476721,18998.346823,7.404435,359.930566,357.066203,18.020331,58.271257,3.463852,1
?,134.31116,8076.822283,5.322112,?,599.614535,9.253351,100.335665,3.373937,1
6.944868,198.476439,16904.201091,6.341407,299.521673,470.599761,15.045817,61.146087,4.241135,1
5.28481,148.862758,11130.211365,6.820469,335.66045,485.805431,13.77335,60.944343,3.990243,1
6.851443,197.339559,15349.142585,7.446412,?,373.549867,11.367275,79.155822,4.935557,1
7.760189,206.208834,34250.163925,7.930382,299.131598,347.18078,19.350765,80.621872,4.590528,1
7.28056,228.539543,29690.917158,7.871025,322.269661,392.532597,15.168189,84.370713,2.919796,1
6.83426,182.454462,21670.569891,6.407648,325.950411,397.337508,16.506658,74.462646,2.658843,1
6.728975,187.202712,26376.062287,8.457662,337.861922,488.976394,17.689785,77.131889,4.593787,1
8.016418,255.259493,30854.830468,8.761916,?,442.499532,11.094202,93.274232,5.320015,1
6.864917,170.827792,20464.772694,7.074063,365.941346,400.96527,14.003874,51.603004,4.493747,1
5.808976,157.552238,7965.207918,6.680188,262.995756,377.697283,17.401039,69.461111,3.599933,1
8.458797,241.76834,29317.14244,5.783275,313.885548,328.579429,18.296001,84.510985,3.827431,1
6.987335,224.034417,13505.033116,5.87118,?,479.825497,15.921413,73.064218,3.870293,1
7.288737,233.97781,31617.075415,8.533888,331.838167,490.047095,12.225342,31.802024,3.531385,1
8.11635,224.763509,16514.608092,5.290691,?,416.596634,12.063501,91.856156,2.526016,1
7.463916,215.479068,27150.3954,7.782915,382.958737,403.703502,14.777092,56.956939,5.075844,1
7.512361,224.471654,17895.556585,8.635031,?,472.342125,13.848389,74.582981,3.515803,1
6.415108,192.427965,19310.062011,6.8453,?,529.730312,16.021439,62.533557,6.073006,1
7.05994,178.80538,39484.638921,8.591113,281.386197,520.272861,10.795482,75.847542,2.949939,1
?,179.756708,25703.155201,7.28731,?,311.093065,10.238271,42.075315,1.659799,1
7.425102,204.486282,18608.940874,7.434493,318.183297,338.935271,16.244755,94.605311,2.558773,1
6.742622,209.217344,15488.956748,7.452362,351.052242,408.853562,13.921282,70.205241,4.964673,1
7.682923,217.788932,31150.513421,8.021668,?,594.702546,12.194232,77.169789,3.542731,1
7.041665,178.285749,25419.769498,6.772751,316.433854,388.339277,11.557097,73.25622,3.099746,1
7.185276,212.483172,25645.067233,8.142513,352.869165,435.282981,8.930242,75.60098,2.959154,1
6.597292,191.787442,25039.354696,7.294577,395.739529,501.532653,14.695391,80.050031,4.318305,1
6.908853,184.944232,16965.314109,6.404354,351.345326,434.350219,11.812942,77.371361,4.693949,1
?,169.775475,37273.429223,8.02783,240.897629,454.543765,18.621698,63.519516,3.573741,1
?,165.89297,11566.875548,8.326155,?,369.289777,7.401868,66.68695,3.60309,1
6.281904,160.306685,17095.27007,6.730577,305.094,424.446185,14.374967,41.27983,4.45773,1
7.036752,210.369104,13812.410421,8.378282,342.498361,489.545055,14.823904,69.193358,3.285372,1
7.362913,180.867801,20430.906697,6.664786,?,437.389526,9.675167,69.035113,3.24944,1
7.369087,198.204082,28232.018406,8.899712,289.599692,424.454254,18.156754,31.599404,2.715187,1
7.70811,188.99785,15456.220086,5.047916,322.754599,523.052663,16.090193,57.285763,4.896626,1
6.504113,171.722555,20852.764496,7.70499,282.105545,359.46095,13.475273,83.62226,5.396623,1
8.185923,240.979104,23641.472028,6.611449,318.68901,410.158222,13.109911,56.913981,3.566945,1
6.149185,150.563594,20596.391231,6.906911,?,431.651283,12.82938,64.394907,4.275615,1
7.080446,196.658947,36966.853319,8.986784,294.315733,530.052919,13.822057,85.777222,2.664946,1
6.628427,215.245532,18059.330852,6.931787,?,374.455062,11.621074,77.940822,3.405279,1
4.704698,160.211822,5128.457646,8.283069,357.731077,344.69374,14.219532,34.288413,4.109925,1
7.976901,234.77938,15360.835068,5.736027,377.178119,613.633548,14.191274,48.915881,4.753608,1
6.809645,179.719521,35001.144792,8.681983,?,360.932804,13.63335,72.71792,3.183804,1
?,177.685356,20325.702131,5.84957,353.626768,279.66492,13.964321,44.542985,4.032267,1
6.967697,177.05589,22886.965735,6.430935,315.282902,507.790062,15.288038,35.767601,4.819637,1
6.444555,166.63518,24855.830042,9.492361,287.41238,479.479409,10.697068,65.655326,3.551905,1
6.277742,149.563282,15751.44915,8.257751,317.50144,605.398375,15.218378,82.70347,5.255012,1
?,166.92298,21190.154943,6.58998,285.899385,410.688297,15.290614,75.595222,2.505464,1
9.014357,225.367519,49009.924656,6.002653,296.630899,445.768812,16.254112,83.891129,4.549419,1
7.781664,216.782881,35055.61649,7.784203,306.643336,447.167101,10.609545,36.872086,4.822967,1
6.08436,155.271425,27310.060848,7.817129,?,436.988934,12.657512,?,4.298111,1
7.154736,198.147326,32680.977991,8.972661,283.108492,531.602634,19.806287,81.926826,4.629956,1
6.748812,166.390915,22475.09296,8.895422,317.620346,527.45964,12.81927,55.536263,3.312513,1
8.12827,231.167537,19954.575554,5.138838,349.067363,386.071149,15.018085,63.340968,4.678742,1
?,205.235194,22613.297485,6.48581,266.639384,313.009639,11.623605,28.400877,3.978495,1
6.335683,164.070372,26594.352076,7.381256,338.429462,607.102573,14.92915,113.048886,4.578861,1
5.940476,175.63773,17177.071037,10.410835,307.997631,402.887309,15.152004,74.354423,3.99797,1
7.614878,246.030856,33347.971098,8.222533,345.808809,445.766853,10.763691,98.368656,2.990781,1
6.718249,197.617494,21043.626929,6.630675,337.038752,641.525845,15.554506,63.684352,4.488904,1
6.866357,185.631487,13979.38175,7.043425,375.434032,462.535115,17.194992,74.55779,4.346154,1
?,142.277413,21208.618285,9.502685,?,429.690156,16.292718,58.962902,2.601518,1
7.553845,212.264441,14319.40137,5.793012,362.852654,450.53591,18.176483,?,4.374564,1
7.366672,234.200641,15547.186626,7.8514,364.105692,393.253915,15.161577,64.732311,3.39445,1
6.56776,187.666379,20156.578623,7.29851,?,390.426889,12.353896,85.214369,3.824428,1
6.33364,185.43634,18506.288609,6.572682,356.971033,366.813108,16.439629,76.764385,3.982002,1
5.892413,139.362253,11006.048507,5.31199,339.327905,446.494394,10.567071,89.692883,3.311813,1
7.918039,197.357588,22899.062914,8.283955,295.35107,358.097386,12.957785,71.694351,3.38611,1
6.549125,194.276857,7412.798059,5.83698,354.821194,361.037238,11.672191,57.316977,4.421059,1
6.804796,223.995701,17196.054711,7.112622,374.309131,344.718314,15.457383,60.151346,4.847313,1
?,203.05431,20106.10684,8.68233,351.335696,346.030544,11.556302,62.951527,4.704273,1
7.176171,206.294901,25794.95019,7.794727,321.284079,485.25443,15.574877,49.15196,4.742967,1
7.085096,206.676675,21823.094256,5.889945,?,387.618111,17.679898,55.023286,3.932839,1
7.201702,147.711086,37308.994159,5.677451,279.164446,395.976824,13.326125,63.626894,3.88325,1
7.776044,215.533795,38895.356136,7.764668,342.262498,349.431099,6.124625,65.83299,5.425946,1
?,209.751955,20214.216552,6.045078,323.788383,539.464723,20.27899,72.735207,4.258489,1
7.046549,128.482517,30569.810551,4.449123,281.724714,348.264591,15.142006,58.157304,2.869226,1
?,199.845875,12635.367704,7.886383,332.615154,293.834264,13.217536,54.549618,4.480574,1
7.73288,189.509811,47022.745845,8.226725,287.087053,567.722281,14.980054,71.206209,3.510728,1
6.2668,187.829617,27577.213623,9.141597,322.917848,277.050802,13.290252,59.454325,3.652845,1
6.630252,160.920384,22557.779576,5.305394,338.630828,416.898071,15.793101,53.276033,5.181202,1
6.775631,154.372543,15525.393963,6.084133,343.032161,597.979274,17.118543,56.124024,3.017544,1
?,204.737292,25680.717388,7.980193,318.677273,311.635574,20.376838,69.02053,4.323785,1
8.164992,278.340358,29045.261138,7.992914,334.551966,384.783185,17.406626,64.210767,4.162496,1
7.773758,251.462844,21688.616943,6.19491,395.088245,355.831683,14.324552,67.584311,4.040974,1
7.295141,182.406645,13706.186808,5.887885,300.608233,424.650179,18.06347,73.836909,5.056104,1
?,129.883297,8906.975623,6.827901,327.551789,525.224717,17.657411,32.185378,3.842114,1
7.657542,230.820008,35056.232234,7.656807,364.130141,305.629409,18.481396,72.205075,4.792527,1
7.664794,223.578473,20259.72585,7.385414,351.161331,510.046897,14.205221,73.19247,5.481691,1
?,209.866095,20116.911103,6.941062,370.383694,338.957198,11.342562,51.159669,3.619546,1
7.800421,210.670304,19873.300918,7.284676,?,448.595641,7.024747,55.803503,3.34591,1
7.264069,216.622392,19412.112723,6.932458,?,301.953551,19.210991,67.712585,3.960282,1
7.544306,211.051146,34359.400797,8.166793,365.812313,447.520655,18.553478,60.162746,3.714096,1
7.749774,229.489767,21995.068068,7.748921,320.440664,398.544763,18.202916,41.064247,4.317186,1
7.442023,194.763871,34565.70169,8.493348,294.836218,350.085116,18.962014,79.958321,2.894651,1
6.559253,164.635921,30660.209666,8.85227,272.524263,533.583858,10.958306,83.662331,4.216315,1
7.035037,220.501888,19746.493251,7.059383,371.912615,536.1839,15.303433,67.901758,4.557029,1
7.880686,226.003844,19486.881839,6.208574,356.338079,472.369094,11.995239,55.029166,3.579984,1
7.498372,236.714399,21736.373324,6.588566,407.312082,299.194245,20.737664,68.314347,4.242242,1
?,200.969922,12700.488039,7.713783,395.090364,464.024917,15.089339,63.624565,3.7561,1
6.538207,214.992866,12330.406568,7.300092,389.817036,465.352665,22.089402,24.532773,3.426266,1
6.373288,180.958905,17502.879442,6.471639,367.73252,411.58131,11.598646,?,4.538109,1
5.756476,171.971804,8086.825999,7.304628,330.133777,442.758756,11.364751,95.898495,4.002082,1
6.918062,188.912865,14052.446112,6.192193,?,338.32084,17.860101,66.737031,3.566298,1
8.813505,236.392817,40684.390014,6.608775,303.529818,278.355123,14.576057,72.872697,4.24246,1
7.3616,231.793183,29169.720783,7.929904,375.097188,389.272645,13.853116,39.532787,3.751589,1
9.175586,281.594235,47852.888871,8.330276,314.783761,422.318227,9.969136,64.070548,2.959685,1
?,192.742275,32349.102378,8.75063,272.085057,581.981191,13.583036,64.436046,3.952594,1
6.550877,145.806271,25070.008739,5.716379,285.218943,369.613084,8.654765,?,4.824826,1
6.510856,223.860622,15147.171464,7.667533,389.391148,437.051364,12.085026,52.339075,4.225608,1
7.34703,199.613721,19073.259595,5.766832,336.994335,413.21423,12.482482,56.794084,4.297881,1
8.111953,217.266472,38184.469574,7.254122,311.910224,281.069203,13.027921,78.582094,4.43075,1
?,237.083948,35434.280062,7.617649,381.337527,365.032503,13.453872,33.439868,3.825937,1
5.985012,151.360967,20155.434469,7.723292,275.079738,478.33236,18.016266,99.061233,3.7641,1
?,212.705332,25626.48105,8.590184,338.663535,330.253375,11.052838,64.472001,4.219226,1
?,161.038971,25583.492009,6.796914,?,467.479901,14.105554,52.331462,4.514175,1
6.433722,177.252511,20321.229404,6.378918,373.051772,375.028222,11.684648,61.629823,3.64149,1
6.770095,201.650854,25887.631722,9.367533,327.619453,519.380367,17.7203,90.064849,5.203461,1
7.92797,224.721059,27402.019999,6.875299,343.286313,315.913411,14.13712,32.438526,4.847262,1
7.338826,229.978694,12603.400371,5.975488,351.318826,370.860632,19.389337,79.971647,4.017061,1
7.078361,198.412447,16648.600567,6.931096,348.547981,472.276001,17.249616,59.630894,3.263465,1
6.751669,176.793152,32040.505669,7.931913,?,467.148372,11.214908,47.532395,3.735173,1
7.744125,203.396227,21403.002048,7.623242,333.210903,424.32874,16.949811,48.416725,3.61226,1
7.560392,223.23225,14739.06854,6.731611,372.028909,481.341774,8.900409,62.134281,4.257805,1
7.830608,213.249258,18821.389612,6.475113,316.572415,405.278738,16.872395,55.90577,3.551568,1
6.746935,154.332162,25137.427677,8.495904,274.884089,330.083723,15.983632,69.943254,3.485536,1
6.542282,146.055383,35965.744581,8.578678,?,474.007715,21.366387,54.127342,3.794055,1
8.549693,236.861505,17828.294524,4.752268,341.036337,423.11008,15.313243,80.931305,3.039019,1
7.499845,231.538868,22452.635567,7.821007,?,380.999098,14.338248,?,4.66387,1
5.763773,183.073629,22025.696606,8.952896,?,376.581389,10.547398,63.299757,3.2532,1
7.276863,165.797952,30396.904619,7.835639,281.896882,475.646051,12.326184,83.399889,6.083772,1
7.493291,216.38188,9465.323905,4.947531,341.460632,501.345347,11.247507,52.951363,3.748747,1
6.116024,158.728901,22481.027318,8.467065,?,458.992936,15.495284,?,3.984309,1
5.226895,127.117555,7907.330441,6.761929,335.461842,475.332357,12.72501,79.420013,5.138056,1
?,255.953599,15097.024064,8.482421,361.971419,471.477419,14.570932,40.287298,3.227941,1
6.42064,180.293,26034.528198,9.710619,308.957886,473.064824,17.724396,57.596636,3.13994,1
7.669013,205.595635,11579.441693,4.263279,356.136518,407.721613,10.829045,83.243808,4.589513,1
7.128062,191.400821,25227.545153,6.607844,319.250859,419.30498,12.865366,78.468491,4.510595,1
?,108.916629,14476.335695,5.398162,281.198274,512.232306,15.013793,86.671459,3.895572,1
6.61535,179.240661,26392.863612,9.30916,?,496.363562,12.786595,78.262369,4.453443,1
6.504876,159.182139,13403.086389,6.958284,296.076914,359.974437,15.63685,63.514312,3.748443,1
7.459124,195.028717,33173.499409,7.551374,?,534.166997,17.334052,38.368068,3.544752,1
?,221.673134,32269.504938,8.765238,303.961739,357.358567,12.819741,51.374239,4.804829,1
